ID1,ID2,Weight
0,10001,1
0,10002,1
0,10003,1
0,10004,1
0,10005,1
0,10006,1
0,10007,1
0,10008,1
1,2,2
1,27,7
1,106,1
1,236,1
1,266,2
1,283,1
1,337,1
1,370,2
1,618,2
1,619,1
1,717,4
1,718,2
1,749,4
1,750,3
1,751,3
1,752,3
1,880,3
1,1001,1
1,1002,1
1,1003,1
1,1212,2
1,2171,1
1,2230,2
1,3452,2
1,3453,2
1,3454,1
1,3455,1
1,3456,1
1,5101,2
1,5102,1
1,10009,2
1,10010,1
1,10011,1
1,10012,1
1,10013,2
1,10014,1
1,10015,1
1,10016,1
1,10017,1
1,10018,1
1,10019,1
1,10020,1
1,10021,1
1,10022,1
1,10023,1
1,10024,1
1,10025,1
1,10026,1
1,10027,1
1,10028,2
1,10029,1
1,11724,2
1,11725,1
1,11726,1
1,11727,1
1,11728,1
1,11729,1
1,11730,3
1,11731,2
1,11732,2
1,11733,2
1,11734,2
1,11735,2
1,11736,1
1,11737,1
1,11738,2
1,11739,2
1,11740,2
1,11741,3
1,12975,1
1,12976,1
1,12977,1
1,12978,1
1,12979,1
1,12980,1
1,12981,1
1,12982,1
1,12983,1
1,12984,1
1,12985,1
1,12986,1
1,12987,1
1,12988,1
1,12989,1
1,14949,1
1,14950,1
1,14951,1
1,14952,1
1,14953,2
1,14954,1
1,14955,1
1,14956,1
1,14957,1
2,107,2
2,499,1
2,1004,2
2,1005,1
2,1006,1
2,1007,1
2,1008,1
2,1092,3
2,1145,2
2,1147,4
2,1166,4
2,4050,3
2,4051,1
2,4052,2
2,4053,3
2,4054,3
2,4058,3
2,4060,2
2,4061,2
2,5404,4
2,5405,2
2,5406,1
2,5407,1
2,5408,1
2,5409,1
2,5410,1
2,5411,1
2,5513,4
2,5514,1
2,10030,1
2,10031,1
2,10032,1
2,12202,1
2,13228,1
3,17,2
3,117,1
3,127,2
3,588,2
3,589,2
3,1790,2
3,1791,2
3,10033,1
3,12412,1
3,12413,1
3,12414,1
3,12415,1
3,12416,1
4,3,1
4,42,2
4,43,1
4,52,2
4,69,10
4,288,3
4,461,3
4,462,1
4,864,1
4,865,1
4,866,7
4,1009,2
4,1010,1
4,1011,1
4,1012,1
4,1013,1
4,1014,1
4,1015,1
4,1016,1
4,1182,4
4,1198,11
4,1256,4
4,2150,2
4,2151,2
4,2152,1
4,2439,2
4,4698,1
4,10034,1
4,10035,1
4,10036,1
4,10037,1
4,10038,1
4,10039,1
4,10040,1
4,10041,1
4,10042,1
4,10043,1
4,10044,1
4,10045,1
4,10046,1
4,10047,1
4,10048,1
4,10049,1
4,10050,1
4,10051,1
4,10052,1
4,10053,1
4,10054,2
4,10055,1
4,10056,1
4,10057,1
4,10058,1
4,10059,1
4,10060,1
4,10061,1
4,10062,1
4,10063,1
4,16384,2
4,16385,2
4,16386,1
4,16387,1
4,16388,1
5,41,1
5,51,1
5,58,2
5,64,1
5,77,1
5,151,3
5,155,1
5,170,1
5,192,1
5,236,1
5,259,1
5,262,2
5,330,1
5,337,1
5,421,1
5,422,1
5,1043,1
5,5103,2
5,5479,2
5,5480,1
5,5481,1
5,5741,1
5,10024,1
5,10064,1
5,10065,1
5,10066,1
5,10067,1
5,10068,1
5,10069,1
5,10070,1
5,10071,1
5,10072,1
5,10073,1
5,10074,1
5,10075,2
5,10076,2
5,10077,2
5,10078,1
5,10079,2
5,12990,1
5,12991,1
5,12992,1
5,13188,1
5,13189,1
5,13190,1
5,13191,1
6,7,2
6,1027,2
6,1028,2
6,1029,2
6,1030,2
6,1031,1
6,1032,1
6,3521,1
6,3522,1
6,3523,1
6,3524,1
6,3525,1
6,10080,1
6,10081,1
6,10082,1
6,10083,2
6,10084,1
6,10085,3
6,10086,1
6,10087,2
6,10088,1
6,10089,1
6,10090,2
6,10091,2
6,10092,2
6,10093,1
6,10094,3
6,10095,2
6,10096,1
6,10097,1
6,10098,2
6,10099,1
6,10100,1
6,10101,1
6,10102,2
6,10103,2
6,11781,1
6,11782,1
6,11783,1
7,6,2
7,16,1
7,30,2
7,210,2
7,482,3
7,633,3
7,1033,2
7,1034,2
7,1035,2
7,1036,2
7,1037,2
7,1038,1
7,1039,1
7,1154,3
7,1155,3
7,1613,2
7,1614,2
7,1615,2
7,1616,2
7,1617,2
7,1618,1
7,1619,3
7,3194,2
7,3195,2
7,10104,1
7,10105,1
7,10106,1
7,10107,1
7,10108,1
7,10109,1
7,21698,1
7,21699,3
7,21700,1
7,21701,1
7,21702,1
7,21703,1
8,2,3
8,5,1
8,6,2
8,74,3
8,147,1
8,170,2
8,197,1
8,388,2
8,713,2
8,828,3
8,958,1
8,1040,1
8,1041,2
8,1042,2
8,1043,2
8,1044,2
8,1045,1
8,1046,1
